,family,name,number,id,try2
79,鈴木,蒼,10,320.0,32
80,高橋,樹,1,347.0,32
82,鈴木,凛,3,366.0,43
84,伊藤,陽翔,8,382.0,30
85,佐藤,芽依,1,653.0,50
85,鈴木,紬,0,450.0,45
87,高橋,陽菜,5,479.0,39
88,鈴木,陽菜,0,627.0,46
88,鈴木,樹,1,51.0,36
90,伊藤,蒼,4,480.0,50
91,鈴木,蓮,8,745.0,36
97,高橋,陽翔,6,499.0,43
97,伊藤,芽依,7,379.0,37
98,田中,凛,7,119.0,35
98,佐藤,碧,7,21.0,36
102,田中,樹,9,166.0,32
103,佐藤,朝陽,6,644.0,48
104,田中,陽菜,5,310.0,43
104,鈴木,樹,9,827.0,47
105,鈴木,芽依,0,397.0,41
105,高橋,樹,1,9.0,48
106,佐藤,芽依,4,304.0,47
108,佐藤,碧,1,164.0,31
109,高橋,樹,2,567.0,47
110,高橋,陽翔,4,559.0,48
111,田中,陽葵,6,667.0,32
111,鈴木,凛,2,298.0,38
111,鈴木,湊,10,726.0,48
111,高橋,碧,10,928.0,37
114,佐藤,葵,6,370.0,37
115,伊藤,紬,4,545.0,45
115,高橋,碧,9,834.0,50
118,佐藤,凛,7,829.0,32
118,田中,蒼,7,369.0,42
119,佐藤,碧,1,171.0,42
119,鈴木,陽葵,5,356.0,32
120,高橋,陽菜,4,293.0,42
120,佐藤,陽翔,4,113.0,50
121,鈴木,陽菜,8,871.0,32
122,高橋,陽葵,8,889.0,44
124,田中,蓮,4,399.0,40
125,田中,蒼,6,691.0,49
125,高橋,湊,7,779.0,42
127,高橋,朝陽,2,716.0,32
127,鈴木,芽依,9,488.0,49
128,高橋,樹,6,849.0,47
129,高橋,芽依,2,609.0,37
129,伊藤,碧,2,932.0,31
130,田中,紬,5,923.0,37
131,田中,蓮,3,809.0,46
133,鈴木,凛,7,747.0,31
134,鈴木,蓮,1,219.0,34
135,伊藤,碧,3,598.0,33
136,鈴木,陽葵,9,994.0,37
137,高橋,陽菜,4,732.0,46
137,伊藤,陽翔,1,705.0,50
137,佐藤,蒼,7,690.0,34
138,伊藤,樹,9,74.0,34
138,佐藤,蓮,10,429.0,45
138,田中,蒼,0,680.0,31
139,高橋,湊,10,573.0,38
140,佐藤,凛,3,97.0,40
144,佐藤,碧,9,652.0,40
144,佐藤,陽菜,8,640.0,34
145,佐藤,陽翔,10,472.0,44
146,高橋,凛,1,407.0,39
146,高橋,湊,2,187.0,30
146,田中,碧,10,352.0,39
147,佐藤,凛,9,605.0,45
147,高橋,陽菜,2,85.0,32
148,高橋,芽依,6,812.0,49
149,佐藤,陽菜,7,930.0,43
150,佐藤,凛,0,37.0,42
150,田中,紬,7,154.0,31
151,佐藤,陽葵,6,45.0,41
153,高橋,紬,10,240.0,43
155,高橋,碧,10,991.0,44
155,鈴木,陽葵,6,948.0,46
155,田中,湊,9,528.0,33
156,鈴木,陽翔,9,562.0,38
156,高橋,湊,8,101.0,33
156,鈴木,朝陽,5,771.0,38
156,高橋,湊,10,494.0,34
157,田中,碧,6,308.0,34
163,高橋,朝陽,9,64.0,39
163,鈴木,蓮,0,863.0,36
164,鈴木,陽葵,4,448.0,45
164,伊藤,蒼,3,4.0,34
165,田中,樹,10,256.0,30
166,伊藤,陽葵,0,235.0,35
168,伊藤,陽葵,10,475.0,46
169,佐藤,陽葵,8,679.0,40
170,高橋,陽菜,4,516.0,40
170,高橋,葵,8,604.0,41
172,佐藤,紬,7,388.0,38
173,田中,蓮,9,144.0,41
175,田中,朝陽,8,10.0,42
175,田中,蓮,10,658.0,46
175,高橋,陽葵,4,444.0,48
176,伊藤,陽葵,7,783.0,36
176,田中,蒼,9,984.0,50
178,鈴木,陽菜,5,30.0,36
179,田中,芽依,7,953.0,43
180,伊藤,葵,9,208.0,49
182,高橋,碧,8,552.0,38
183,高橋,凛,3,432.0,32
184,田中,朝陽,6,276.0,43
185,田中,陽菜,5,788.0,43
186,鈴木,蓮,5,341.0,46
187,高橋,紬,10,209.0,48
188,高橋,陽菜,2,867.0,42
188,佐藤,凛,1,239.0,40
189,佐藤,蓮,1,692.0,36
189,伊藤,陽菜,1,830.0,37
191,佐藤,芽依,0,127.0,36
193,鈴木,樹,3,673.0,50
194,田中,蓮,8,138.0,32
195,伊藤,紬,5,43.0,30
197,伊藤,葵,8,36.0,40
199,田中,紬,0,278.0,42
199,鈴木,凛,4,744.0,45
200,高橋,陽葵,7,731.0,48
200,伊藤,陽翔,5,761.0,46
201,鈴木,蓮,10,349.0,47
203,高橋,蓮,10,165.0,36
204,田中,陽葵,6,426.0,37
205,鈴木,陽葵,10,780.0,46
207,田中,陽葵,1,927.0,50
207,佐藤,碧,10,270.0,46
207,伊藤,朝陽,8,772.0,35
208,佐藤,蒼,4,631.0,47
211,高橋,陽翔,5,789.0,30
211,田中,樹,9,929.0,31
211,伊藤,芽依,10,175.0,30
214,鈴木,凛,8,53.0,41
215,鈴木,紬,1,814.0,33
215,佐藤,陽葵,8,303.0,31
218,伊藤,蓮,10,385.0,43
218,伊藤,蓮,0,288.0,44
218,高橋,陽葵,0,833.0,49
218,高橋,湊,9,80.0,41
220,高橋,蒼,6,109.0,33
221,伊藤,陽翔,8,105.0,47
222,鈴木,蒼,4,793.0,41
222,鈴木,紬,2,459.0,32
223,伊藤,陽翔,0,911.0,38
223,高橋,朝陽,3,305.0,35
224,田中,葵,1,76.0,33
224,鈴木,芽依,7,651.0,34
225,高橋,芽依,1,328.0,48
225,伊藤,芽依,10,167.0,43
226,高橋,陽翔,8,916.0,44
226,佐藤,湊,3,246.0,41
226,鈴木,陽翔,5,6.0,49
227,鈴木,朝陽,3,553.0,38
227,高橋,朝陽,9,638.0,50
227,鈴木,芽依,4,155.0,40
229,伊藤,樹,3,838.0,38
230,鈴木,朝陽,5,534.0,48
230,伊藤,陽翔,10,521.0,41
230,田中,陽翔,1,118.0,39
230,佐藤,湊,7,763.0,34
231,田中,葵,9,259.0,41
234,高橋,碧,5,442.0,46
234,伊藤,湊,2,965.0,36
235,伊藤,朝陽,6,899.0,32
235,田中,樹,5,290.0,50
236,伊藤,陽翔,8,62.0,48
238,高橋,樹,8,725.0,48
238,田中,碧,10,115.0,37
239,伊藤,陽翔,10,986.0,40
240,鈴木,湊,6,336.0,42
241,伊藤,蓮,8,28.0,47
241,田中,蒼,8,919.0,40
244,伊藤,蒼,3,765.0,35
244,高橋,陽葵,2,802.0,38
246,伊藤,碧,10,125.0,39
246,田中,蓮,8,275.0,36
247,鈴木,葵,9,903.0,41
248,伊藤,凛,1,942.0,39
250,田中,朝陽,1,522.0,32
251,伊藤,葵,7,153.0,37
251,伊藤,芽依,6,750.0,48
252,佐藤,紬,8,776.0,42
253,鈴木,凛,1,703.0,30
254,高橋,凛,9,767.0,36
254,高橋,陽菜,2,643.0,42
254,伊藤,葵,2,128.0,40
255,鈴木,陽菜,5,34.0,35
256,鈴木,碧,4,925.0,37
256,伊藤,蒼,4,949.0,30
257,佐藤,陽菜,9,616.0,47
257,佐藤,蒼,7,996.0,49
260,佐藤,紬,2,518.0,38
261,佐藤,湊,10,197.0,41
262,伊藤,陽翔,7,487.0,39
265,佐藤,陽菜,0,875.0,40
265,鈴木,樹,8,682.0,35
265,田中,紬,7,111.0,47
267,佐藤,朝陽,5,861.0,40
268,鈴木,陽菜,1,350.0,30
269,佐藤,碧,4,843.0,45
270,鈴木,蒼,1,324.0,31
272,伊藤,蓮,1,35.0,47
272,高橋,葵,9,40.0,31
273,鈴木,陽翔,9,751.0,42
273,鈴木,紬,4,613.0,34
273,田中,葵,0,717.0,49
274,佐藤,葵,8,526.0,31
276,田中,碧,2,794.0,44
276,鈴木,凛,0,873.0,34
277,伊藤,蒼,1,346.0,31
277,佐藤,樹,6,430.0,49
278,鈴木,碧,2,505.0,32
279,高橋,紬,2,999.0,47
280,高橋,紬,3,568.0,39
283,鈴木,蓮,10,137.0,48
284,佐藤,陽葵,3,737.0,49
284,鈴木,碧,5,358.0,49
284,田中,陽翔,6,313.0,31
285,高橋,碧,4,31.0,43
285,高橋,芽依,7,958.0,32
286,田中,樹,1,898.0,41
288,伊藤,陽翔,6,224.0,32
291,伊藤,蒼,9,300.0,49
293,伊藤,陽菜,9,590.0,34
293,鈴木,樹,5,683.0,34
294,高橋,陽翔,4,156.0,39
297,高橋,湊,7,872.0,40
297,佐藤,葵,0,951.0,37
298,佐藤,葵,8,904.0,49
299,伊藤,湊,4,453.0,45
299,佐藤,蓮,0,242.0,43
299,佐藤,陽翔,2,934.0,34
300,佐藤,陽菜,6,323.0,34
301,高橋,芽依,3,152.0,35
301,高橋,陽菜,10,163.0,47
302,伊藤,蒼,3,963.0,39
304,鈴木,陽菜,6,639.0,30
304,鈴木,陽菜,0,307.0,43
306,佐藤,蒼,3,622.0,42
307,佐藤,紬,8,975.0,31
307,田中,湊,2,699.0,41
308,佐藤,紬,6,384.0,37
309,田中,陽翔,3,589.0,32
309,佐藤,蒼,2,636.0,48
311,高橋,芽依,9,108.0,31
311,高橋,蒼,2,977.0,49
312,田中,湊,8,995.0,43
312,田中,樹,3,759.0,47
313,田中,碧,3,702.0,45
314,佐藤,碧,9,38.0,37
316,田中,紬,1,83.0,46
317,伊藤,陽翔,5,581.0,35
317,伊藤,朝陽,3,425.0,47
318,伊藤,陽翔,3,247.0,47
318,田中,紬,3,294.0,39
319,鈴木,朝陽,0,391.0,34
322,伊藤,樹,0,803.0,39
324,鈴木,陽菜,2,456.0,43
325,鈴木,湊,5,257.0,45
328,高橋,湊,1,72.0,45
328,田中,朝陽,10,205.0,31
328,伊藤,陽菜,1,797.0,48
330,高橋,芽依,4,787.0,30
332,佐藤,葵,7,586.0,37
333,鈴木,陽菜,8,917.0,36
334,田中,凛,3,258.0,41
335,佐藤,蓮,9,760.0,37
337,鈴木,陽菜,6,672.0,45
340,佐藤,蓮,6,292.0,33
340,伊藤,碧,1,964.0,43
342,鈴木,紬,3,393.0,37
342,鈴木,紬,5,409.0,30
343,高橋,湊,2,226.0,35
343,鈴木,碧,10,753.0,36
345,田中,朝陽,3,620.0,30
346,田中,樹,2,194.0,46
346,佐藤,紬,10,386.0,44
347,田中,樹,2,576.0,50
347,鈴木,碧,4,390.0,38
347,鈴木,樹,0,537.0,39
347,伊藤,陽翔,4,713.0,32
347,佐藤,湊,6,509.0,39
349,田中,樹,4,120.0,33
350,鈴木,陽翔,2,989.0,41
351,高橋,碧,1,134.0,42
352,佐藤,蒼,10,289.0,38
353,佐藤,蒼,3,59.0,40
354,高橋,湊,0,695.0,43
354,佐藤,樹,8,826.0,47
356,高橋,陽翔,1,664.0,41
357,鈴木,陽翔,1,186.0,40
358,伊藤,樹,5,20.0,45
358,田中,蒼,4,489.0,41
358,鈴木,芽依,4,543.0,41
359,伊藤,湊,5,150.0,33
360,田中,紬,1,493.0,43
361,伊藤,陽翔,0,148.0,49
361,伊藤,蓮,9,909.0,50
362,佐藤,湊,10,1.0,46
364,伊藤,葵,9,419.0,30
365,鈴木,陽翔,3,784.0,50
367,伊藤,芽依,6,926.0,40
368,佐藤,陽菜,5,228.0,47
371,伊藤,紬,2,524.0,39
372,佐藤,芽依,6,344.0,49
373,田中,蓮,5,216.0,48
373,田中,蓮,3,410.0,42
373,高橋,陽葵,10,575.0,38
374,佐藤,碧,1,411.0,42
375,伊藤,陽翔,5,193.0,35
376,田中,紬,7,478.0,48
377,鈴木,凛,1,678.0,32
377,伊藤,蓮,0,142.0,38
378,鈴木,陽葵,5,819.0,32
378,鈴木,紬,8,266.0,37
379,伊藤,葵,3,551.0,32
381,伊藤,蒼,0,375.0,41
383,田中,芽依,0,606.0,43
385,伊藤,朝陽,2,532.0,36
386,佐藤,蒼,1,484.0,43
386,佐藤,碧,10,536.0,32
387,伊藤,湊,6,232.0,46
388,高橋,樹,3,687.0,48
393,佐藤,湊,8,99.0,33
402,佐藤,芽依,4,32.0,46
402,佐藤,碧,10,762.0,38
404,佐藤,葵,10,617.0,34
409,鈴木,陽翔,5,250.0,49
410,鈴木,陽葵,9,837.0,47
411,田中,凛,9,112.0,33
411,鈴木,葵,4,910.0,38
412,田中,蓮,7,195.0,43
417,高橋,陽翔,1,688.0,41
417,鈴木,蓮,0,182.0,45
417,伊藤,陽菜,3,603.0,47
418,伊藤,蓮,4,315.0,50
419,佐藤,朝陽,1,157.0,32
420,田中,湊,6,485.0,30
421,高橋,凛,3,296.0,45
422,鈴木,陽翔,6,408.0,33
422,伊藤,樹,10,897.0,32
423,高橋,芽依,6,443.0,44
425,高橋,陽葵,1,501.0,41
425,佐藤,碧,6,517.0,35
426,鈴木,陽翔,9,378.0,43
427,佐藤,碧,1,723.0,50
427,鈴木,湊,1,131.0,41
428,伊藤,陽菜,0,805.0,44
433,伊藤,蓮,3,599.0,40
434,高橋,蒼,1,220.0,49
434,鈴木,碧,6,146.0,39
435,佐藤,朝陽,10,451.0,32
436,田中,湊,1,941.0,39
436,伊藤,蒼,6,571.0,44
438,鈴木,碧,8,201.0,43
438,高橋,蓮,9,619.0,32
439,田中,朝陽,6,542.0,30
440,高橋,樹,6,398.0,41
441,高橋,凛,7,976.0,44
441,鈴木,陽翔,8,435.0,50
442,高橋,陽翔,4,348.0,37
445,田中,蒼,4,50.0,43
446,伊藤,湊,0,107.0,41
446,伊藤,陽翔,8,418.0,40
448,伊藤,紬,7,104.0,33
449,田中,蓮,10,734.0,44
449,田中,葵,1,190.0,33
450,高橋,蓮,6,98.0,45
452,佐藤,陽葵,10,129.0,34
454,高橋,樹,1,312.0,50
454,伊藤,陽葵,4,374.0,37
455,鈴木,樹,9,853.0,35
455,田中,蓮,4,580.0,41
457,田中,樹,3,274.0,47
458,田中,陽葵,7,14.0,41
459,高橋,蒼,8,357.0,34
460,高橋,凛,5,686.0,50
464,田中,芽依,5,815.0,40
467,佐藤,陽菜,8,966.0,40
467,佐藤,紬,0,210.0,37
467,鈴木,陽菜,5,244.0,47
468,伊藤,蓮,7,277.0,44
470,高橋,凛,4,340.0,35
470,田中,陽翔,3,68.0,43
473,田中,陽葵,10,122.0,43
473,高橋,湊,5,273.0,41
477,伊藤,湊,1,96.0,38
477,伊藤,蓮,6,447.0,45
478,高橋,陽菜,0,728.0,43
479,高橋,朝陽,10,946.0,37
481,田中,陽葵,6,102.0,43
481,伊藤,朝陽,4,933.0,46
482,佐藤,樹,1,405.0,46
482,高橋,陽葵,1,465.0,47
483,高橋,湊,4,136.0,42
484,伊藤,碧,9,856.0,44
485,高橋,湊,10,970.0,36
487,伊藤,陽翔,5,655.0,44
488,田中,芽依,1,757.0,38
488,高橋,蒼,2,486.0,33
491,伊藤,蓮,8,318.0,32
492,鈴木,紬,4,839.0,33
493,田中,紬,3,736.0,40
493,鈴木,朝陽,8,882.0,44
493,伊藤,凛,7,215.0,46
493,高橋,湊,2,634.0,33
494,佐藤,碧,2,961.0,42
495,田中,蓮,1,515.0,40
495,高橋,陽葵,0,221.0,46
496,伊藤,蒼,1,741.0,45
496,田中,紬,7,132.0,44
498,鈴木,陽葵,1,362.0,46
501,伊藤,樹,0,610.0,38
501,田中,陽菜,7,189.0,35
501,鈴木,紬,9,914.0,50
504,高橋,蒼,8,706.0,32
505,佐藤,芽依,1,311.0,31
505,高橋,芽依,10,106.0,40
505,田中,陽翔,10,677.0,49
506,鈴木,葵,5,864.0,44
509,田中,凛,2,262.0,38
509,鈴木,芽依,6,406.0,31
510,佐藤,芽依,10,161.0,40
510,佐藤,蓮,10,482.0,32
511,佐藤,陽翔,4,184.0,33
511,伊藤,陽翔,9,454.0,37
513,伊藤,陽菜,8,663.0,47
518,田中,蒼,8,578.0,36
520,高橋,陽葵,5,796.0,38
520,佐藤,芽依,9,414.0,45
523,鈴木,紬,10,960.0,49
523,伊藤,湊,2,533.0,35
523,高橋,陽葵,6,455.0,45
524,高橋,芽依,10,178.0,45
524,高橋,凛,10,845.0,32
525,伊藤,碧,7,823.0,47
526,伊藤,碧,5,433.0,47
526,伊藤,紬,2,656.0,43
526,田中,芽依,10,93.0,42
529,伊藤,紬,0,421.0,36
530,高橋,湊,8,858.0,47
530,田中,陽翔,8,894.0,42
530,田中,蓮,6,133.0,30
530,鈴木,碧,4,191.0,49
531,鈴木,紬,10,41.0,31
533,佐藤,葵,7,351.0,38
534,佐藤,陽菜,7,58.0,35
535,伊藤,凛,4,540.0,47
535,田中,蒼,2,884.0,43
537,佐藤,陽葵,2,180.0,49
537,高橋,陽葵,10,595.0,42
537,佐藤,蓮,7,800.0,33
538,高橋,蒼,6,11.0,41
539,佐藤,朝陽,4,368.0,32
540,田中,陽翔,4,504.0,36
540,鈴木,陽葵,0,69.0,30
543,高橋,朝陽,9,392.0,40
544,佐藤,芽依,5,670.0,30
547,高橋,陽葵,6,467.0,30
547,鈴木,芽依,3,955.0,37
548,佐藤,凛,5,55.0,35
552,佐藤,陽菜,3,359.0,34
553,高橋,紬,4,671.0,36
553,田中,陽葵,2,92.0,32
553,鈴木,紬,3,666.0,41
553,鈴木,葵,8,721.0,33
554,高橋,碧,5,297.0,34
555,伊藤,碧,9,372.0,48
555,鈴木,樹,9,260.0,48
556,田中,朝陽,5,54.0,30
556,佐藤,凛,7,416.0,34
557,高橋,紬,4,607.0,44
557,田中,陽葵,1,452.0,36
558,佐藤,蒼,10,371.0,35
560,鈴木,葵,4,674.0,44
561,伊藤,碧,2,777.0,49
565,佐藤,葵,1,446.0,41
567,鈴木,碧,10,957.0,43
569,佐藤,陽葵,4,449.0,47
570,田中,朝陽,8,547.0,35
570,田中,樹,8,570.0,39
570,田中,湊,1,342.0,37
571,高橋,凛,4,170.0,39
571,佐藤,樹,3,321.0,50
572,鈴木,芽依,4,438.0,31
575,伊藤,碧,6,338.0,33
576,鈴木,陽葵,6,285.0,35
578,佐藤,陽翔,6,792.0,49
578,鈴木,樹,7,892.0,41
579,鈴木,碧,6,26.0,35
579,高橋,蓮,3,707.0,32
579,鈴木,陽葵,3,90.0,50
581,田中,湊,0,558.0,35
584,高橋,碧,9,214.0,34
584,伊藤,凛,0,130.0,34
586,高橋,芽依,8,938.0,48
586,高橋,朝陽,3,659.0,46
587,高橋,凛,10,2.0,32
587,高橋,陽菜,7,84.0,49
588,田中,葵,0,937.0,36
589,田中,樹,10,660.0,50
589,鈴木,陽翔,6,635.0,48
589,伊藤,凛,7,57.0,32
590,伊藤,湊,9,704.0,41
590,田中,樹,1,86.0,38
590,鈴木,凛,7,596.0,37
591,鈴木,陽菜,8,227.0,49
592,高橋,朝陽,4,481.0,41
593,佐藤,葵,1,700.0,30
594,鈴木,陽葵,4,982.0,50
595,佐藤,湊,5,908.0,48
596,伊藤,陽翔,1,376.0,47
597,佐藤,蓮,7,12.0,30
597,伊藤,湊,9,714.0,36
597,高橋,樹,2,646.0,35
599,高橋,紬,10,400.0,43
600,田中,紬,3,549.0,50
601,鈴木,芽依,7,689.0,34
604,鈴木,芽依,9,329.0,41
605,佐藤,紬,1,355.0,35
605,田中,朝陽,8,775.0,31
605,高橋,陽菜,1,95.0,40
606,佐藤,陽葵,7,632.0,43
607,佐藤,陽菜,5,657.0,33
608,高橋,陽翔,7,365.0,47
611,伊藤,樹,3,267.0,43
611,高橋,紬,3,361.0,44
613,鈴木,蒼,5,947.0,39
616,田中,蒼,7,817.0,48
616,鈴木,碧,4,52.0,42
616,田中,朝陽,1,774.0,50
617,鈴木,樹,6,427.0,37
618,鈴木,紬,1,825.0,36
618,高橋,碧,3,415.0,50
619,高橋,芽依,10,196.0,47
619,田中,陽菜,0,116.0,42
620,高橋,湊,7,496.0,46
620,佐藤,朝陽,10,495.0,49
621,鈴木,紬,9,693.0,48
626,鈴木,紬,2,883.0,46
627,鈴木,蓮,2,149.0,39
629,高橋,湊,0,223.0,46
630,田中,蓮,9,286.0,41
635,田中,湊,3,654.0,35
635,佐藤,蓮,1,541.0,34
635,田中,蒼,6,844.0,43
636,田中,樹,8,587.0,49
636,佐藤,紬,2,121.0,50
637,佐藤,湊,8,840.0,48
640,高橋,紬,2,337.0,50
642,高橋,凛,5,502.0,44
643,高橋,芽依,8,694.0,48
645,高橋,蓮,0,614.0,32
647,田中,朝陽,2,245.0,41
648,伊藤,陽葵,8,436.0,39
649,佐藤,樹,9,383.0,30
649,高橋,凛,5,940.0,44
649,鈴木,凛,3,913.0,39
650,高橋,蓮,0,902.0,36
650,佐藤,朝陽,10,234.0,30
651,田中,朝陽,1,921.0,45
653,田中,朝陽,3,786.0,38
653,鈴木,陽翔,10,824.0,42
655,高橋,陽菜,7,835.0,35
655,田中,陽葵,9,525.0,47
656,鈴木,芽依,9,217.0,32
656,鈴木,葵,8,648.0,47
657,鈴木,湊,8,508.0,44
658,高橋,葵,7,661.0,33
660,佐藤,陽葵,3,971.0,30
660,鈴木,陽翔,1,611.0,42
661,鈴木,碧,3,548.0,43
661,伊藤,陽葵,2,211.0,41
663,鈴木,朝陽,10,353.0,42
666,鈴木,紬,0,615.0,37
666,田中,陽葵,7,600.0,47
666,鈴木,陽葵,9,280.0,47
667,佐藤,蓮,5,29.0,47
669,佐藤,朝陽,4,423.0,42
670,鈴木,碧,4,822.0,41
671,佐藤,湊,6,769.0,32
672,田中,葵,10,162.0,48
673,高橋,湊,6,848.0,36
673,佐藤,陽葵,0,642.0,50
673,田中,陽菜,8,25.0,31
675,伊藤,陽菜,6,439.0,38
675,伊藤,凛,8,896.0,37
676,佐藤,樹,2,738.0,46
677,佐藤,凛,5,811.0,44
678,高橋,朝陽,10,281.0,41
680,鈴木,蓮,10,756.0,38
680,伊藤,湊,0,404.0,30
682,鈴木,葵,6,945.0,37
682,田中,陽葵,5,527.0,50
684,鈴木,樹,0,466.0,50
684,伊藤,凛,10,807.0,50
685,佐藤,湊,6,476.0,33
685,佐藤,朝陽,8,511.0,48
688,佐藤,蒼,8,585.0,43
688,田中,陽菜,10,412.0,37
688,田中,蓮,8,265.0,47
691,高橋,紬,3,974.0,39
692,伊藤,樹,1,715.0,43
692,高橋,碧,0,531.0,38
692,高橋,紬,5,561.0,49
694,佐藤,樹,7,530.0,35
695,高橋,陽葵,8,140.0,44
696,鈴木,紬,2,0.0,48
697,佐藤,蒼,9,922.0,40
697,鈴木,朝陽,4,24.0,45
698,鈴木,陽葵,10,123.0,31
699,田中,凛,7,91.0,38
699,鈴木,陽菜,9,39.0,50
700,高橋,葵,8,473.0,45
701,伊藤,陽翔,1,396.0,31
702,高橋,樹,3,176.0,30
706,伊藤,陽葵,9,514.0,30
707,佐藤,蓮,7,218.0,31
709,佐藤,凛,5,168.0,32
709,佐藤,蒼,1,778.0,35
710,鈴木,陽葵,1,198.0,49
710,鈴木,碧,7,389.0,42
711,佐藤,凛,0,980.0,33
711,佐藤,蓮,2,816.0,41
711,高橋,紬,8,968.0,42
711,田中,碧,7,820.0,41
713,鈴木,蓮,2,183.0,49
713,鈴木,朝陽,7,283.0,45
714,伊藤,蒼,8,851.0,33
714,高橋,葵,8,907.0,30
715,伊藤,陽葵,1,261.0,44
716,田中,葵,8,67.0,33
716,伊藤,葵,0,880.0,35
716,田中,陽翔,10,200.0,35
718,田中,凛,0,832.0,42
722,高橋,樹,0,712.0,42
722,佐藤,葵,0,373.0,44
723,伊藤,陽葵,4,173.0,34
724,高橋,陽翔,3,506.0,34
725,鈴木,碧,8,483.0,34
727,伊藤,朝陽,4,887.0,38
727,高橋,碧,2,434.0,47
728,伊藤,陽翔,5,584.0,48
730,佐藤,碧,10,623.0,32
730,田中,陽菜,8,377.0,42
731,伊藤,凛,0,701.0,30
732,伊藤,葵,6,556.0,40
734,佐藤,芽依,3,126.0,46
735,高橋,蒼,0,555.0,44
735,田中,樹,1,740.0,48
740,鈴木,蒼,5,795.0,33
740,鈴木,紬,4,172.0,42
741,佐藤,陽菜,3,850.0,41
741,高橋,湊,8,231.0,32
743,佐藤,樹,7,135.0,42
743,伊藤,陽葵,8,685.0,39
745,高橋,陽翔,7,179.0,49
746,高橋,紬,0,13.0,36
746,伊藤,葵,7,766.0,49
747,佐藤,芽依,0,251.0,44
748,鈴木,凛,10,967.0,37
749,伊藤,樹,10,755.0,32
750,佐藤,葵,4,877.0,40
750,田中,紬,7,630.0,31
750,高橋,朝陽,0,139.0,33
753,伊藤,芽依,9,445.0,41
753,鈴木,陽菜,6,420.0,49
754,田中,蓮,9,212.0,47
754,高橋,湊,6,268.0,42
758,佐藤,葵,1,594.0,48
759,鈴木,蒼,3,360.0,50
759,田中,碧,6,188.0,33
761,高橋,碧,0,81.0,35
761,伊藤,碧,0,469.0,48
762,佐藤,陽葵,9,852.0,33
764,高橋,凛,9,394.0,32
764,伊藤,紬,9,79.0,31
765,佐藤,芽依,3,460.0,47
767,田中,蒼,6,831.0,47
